=== Overnight batch started at Sun Mar  1 07:06:37 CET 2026 ===

=== Phase 1: Blender pipeline ===
    62 characters, 5 poses each, 5 angles, flat style, with layers
    Started at Sun Mar  1 07:06:37 CET 2026

INFO pipeline.pose_applicator: Indexed 180 Turn W_ Briefcase (1).fbx: 69 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Torch Turn Left 90.fbx: 44 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Torch Turn Right 90.fbx: 49 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Torch Walk Back.fbx: 36 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Torch Walk Forward.fbx: 34 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Torch Walk Left.fbx: 34 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Turn Left 90.fbx: 56 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Turn Right 90 (1).fbx: 44 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Turn Right 90.fbx: 50 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Turn To Stand.fbx: 26 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Back (1).fbx: 42 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Back.fbx: 38 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Backwards Stop.fbx: 42 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Forward (1).fbx: 35 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Forward (2).fbx: 35 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Forward.fbx: 38 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Left (1).fbx: 39 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Left.fbx: 36 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Right.fbx: 39 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Strafe Left.fbx: 38 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk Strafe Right.fbx: 37 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walk.fbx: 91 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walking Backwards.fbx: 31 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouch Walking.fbx: 36 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Sneaking Left.fbx: 39 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Sneaking Right.fbx: 34 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Strafe Run.fbx: 19 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched To Sprinting (1).fbx: 16 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched To Sprinting.fbx: 16 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Walking (1).fbx: 52 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Walking (2).fbx: 32 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouched Walking.fbx: 32 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouching Idle.fbx: 76 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouching Turn 90 Right.fbx: 39 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crouching.fbx: 123 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Crying.fbx: 189 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing (1).fbx: 221 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing (2).fbx: 643 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing (3).fbx: 489 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing (4).fbx: 80 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing Maraschino Step.fbx: 98 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing Twerk.fbx: 457 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dancing.fbx: 372 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death Crouching Headshot Front.fbx: 58 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death From Back Headshot.fbx: 112 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death From Front Headshot.fbx: 86 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death From Right.fbx: 100 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death From The Back.fbx: 90 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death From The Front.fbx: 104 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Death.fbx: 92 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeat (1).fbx: 144 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeat Idle (1).fbx: 47 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeat Idle (2).fbx: 50 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeat Idle.fbx: 53 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeat.fbx: 144 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defeated.fbx: 203 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defender (1).fbx: 151 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defender (2).fbx: 151 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Defender.fbx: 109 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Descending Stairs (1).fbx: 13 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Descending Stairs.fbx: 29 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Diagonal Wall Run.fbx: 35 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dice Idle.fbx: 145 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dig And Plant Seeds.fbx: 166 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Digging.fbx: 146 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Disappointed.fbx: 127 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Disarmed (1).fbx: 113 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Disarmed.fbx: 113 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dismissing Gesture.fbx: 99 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dive Roll (1).fbx: 72 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dive Roll.fbx: 119 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dizzy Idle.fbx: 129 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dodging (1).fbx: 71 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dodging Back.fbx: 81 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dodging Right.fbx: 44 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dodging.fbx: 68 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Double Dagger Stab.fbx: 93 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Double Leg Takedown - Attacker.fbx: 106 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Double Leg Takedown - Victim (1).fbx: 106 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Double Leg Takedown - Victim.fbx: 218 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Draw A Great Sword 2.fbx: 25 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Draw Sword 2.fbx: 24 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drawing Gun.fbx: 61 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dribble.fbx: 64 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drinking (1).fbx: 267 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drinking Fountain.fbx: 308 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drinking.fbx: 267 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Driving.fbx: 151 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drop Kick.fbx: 88 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drop To Freehang.fbx: 73 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dropping (1).fbx: 135 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dropping.fbx: 135 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Idle Variation (1).fbx: 163 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Idle Variation.fbx: 120 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Idle.fbx: 223 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Run Backward.fbx: 34 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Turn (1).fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Turn.fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Walk Backwards.fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Walk.fbx: 91 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Drunk Walking Turn.fbx: 78 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dual Weapon Combo.fbx: 110 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Ducking (1).fbx: 47 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Ducking (2).fbx: 47 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Ducking.fbx: 45 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Idle (1).fbx: 61 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Idle (2).fbx: 134 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Idle (3).fbx: 201 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Idle.fbx: 211 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Walk (1).fbx: 34 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dwarf Walk.fbx: 36 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (1).fbx: 79 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (2).fbx: 107 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (3).fbx: 131 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (4).fbx: 112 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (5).fbx: 112 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (6).fbx: 136 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying (7).fbx: 206 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying Backwards.fbx: 139 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Dying.fbx: 174 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Edge Slip.fbx: 75 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Elbow Punching.fbx: 51 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Elbow Uppercut Combo.fbx: 74 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Emerge From Cover.fbx: 59 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed End Bicycle Sit Up.fbx: 139 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed End Plank.fbx: 115 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Entering Car.fbx: 165 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Entering Code.fbx: 226 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Entry.fbx: 101 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Esquiva 1.fbx: 139 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Esquiva 2.fbx: 68 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Esquiva 3.fbx: 66 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Esquiva 4.fbx: 85 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Excited.fbx: 198 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Exiting Car.fbx: 175 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall A Land To Run Forward.fbx: 29 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall A Land To Standing Idle 02.fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall A Loop.fbx: 33 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall B Land To Standing Idle.fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall B Loop.fbx: 33 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall Flat.fbx: 77 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fall Over.fbx: 61 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling (1).fbx: 136 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling (2).fbx: 204 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling (3).fbx: 204 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Back Death (1).fbx: 79 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Back Death.fbx: 67 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Down.fbx: 69 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Flat Impact (1).fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Flat Impact.fbx: 48 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Forward Death.fbx: 78 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling From Losing Balance.fbx: 201 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Idle.fbx: 22 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling Into Pool.fbx: 69 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling To Roll.fbx: 55 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Falling.fbx: 342 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fast Run.fbx: 17 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose (5).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Action Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Crouch Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Crouch Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Crouch Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Crouch Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Crouch Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dance Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dance Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dance Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dynamic Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dynamic Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dynamic Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Dynamic Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (5).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose (6).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Laying Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Locomotion Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Locomotion Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Locomotion Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Locomotion Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Locomotion Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Peek And Aim.fbx: 79 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Sitting Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Sitting Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Sitting Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Sitting Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Sitting Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (1).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (10).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (2).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (3).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (4).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (5).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (6).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (7).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (8).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose (9).fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Standing Pose.fbx: 2 frames, 2 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Start Walking.fbx: 57 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Stop And Start Walking.fbx: 113 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Stop Walking.fbx: 47 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Tough Walk (1).fbx: 39 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Tough Walk.fbx: 80 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Female Walk.fbx: 36 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Femme Peek Around Corner.fbx: 74 frames, 4 keyframes sampled
INFO pipeline.pose_applicator: Indexed Fight Idle (1).fbx: 72 frames, 4 keyframes sampled
